id,name,neighborhood,cuisine,price_level,rating,review_count,is_open,hours,tags,description,menu_summary,top_reviews,vibe
1HfkEkNhI6XJXkgrCTBKpw,The Urban Tap,Unknown,"Gastropubs, Tacos, Beer Bar",2.0,3.9,428,True,"[{'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0100', 'day': 4}, {'is_overnight': True, 'start': '1000', 'end': '0100', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 6}]","Gastropubs, Tacos, Beer Bar",The Urban Tap is a gastropub serving up tacos and a selection of beers on tap.,"The menu focuses on tacos and pub fare, complemented by a variety of beers.",No Yelp reviews could be found for The Urban Tap.,Casual
O4hYOb_e0mRg_pq84LW5CA,Dog Daze Cafe,Unknown,"Cuban, Cafes",,4.9,10,True,"[{'is_overnight': False, 'start': '0600', 'end': '1930', 'day': 0}, {'is_overnight': False, 'start': '0600', 'end': '1930', 'day': 1}, {'is_overnight': False, 'start': '0600', 'end': '1930', 'day': 2}, {'is_overnight': False, 'start': '0600', 'end': '1930', 'day': 3}, {'is_overnight': False, 'start': '0600', 'end': '1930', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 5}, {'is_overnight': False, 'start': '1300', 'end': '1900', 'day': 6}]","Cuban, Cafes",Dog Daze Cafe is a Cuban-inspired cafe. No further details are available due to a lack of reviews.,"The cafe likely serves Cuban cuisine and typical cafe fare, but specifics about their menu are unknown.","No reviews could be found for Dog Daze Cafe, so it's unclear what customers think of their food, service, or atmosphere.",Uncertain
d7ncSKdYwgczHQtEfpj2WQ,Puttery,Unknown,"Mini Golf, Cocktail Bars, American",,4.2,236,True,"[{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0100', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}]","Mini Golf, Cocktail Bars, American",Puttery is a unique venue combining mini golf with a cocktail bar and American cuisine. It offers a fun and entertaining experience for a night out.,"The menu at Puttery features American fare to complement the mini golf and cocktails, but no specific details are available due to the lack of reviews.",There are currently no Yelp reviews available for Puttery.,Lively
Eg_M8eeu9SDEdbP7iUmVbQ,The Porch at Schenley,Unknown,"Pizza, Breakfast & Brunch, American",2.0,3.7,1024,True,"[{'is_overnight': False, 'start': '0730', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '0730', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0730', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0730', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '0730', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 6}]","Pizza, Breakfast & Brunch, American","The Porch at Schenley is a restaurant serving pizza, breakfast, brunch, and American cuisine.","The menu features pizza, along with breakfast and brunch items. American fare is also served.",No Yelp reviews were found for The Porch at Schenley.,Insufficient information
3dyO9LrC9x-qJ2ZpbL9FZA,Soju,Unknown,"Korean, Bars, New American",2.0,4.4,278,True,"[{'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 5}]","Korean, Bars, New American",Soju is a Korean restaurant and bar that also serves New American cuisine. No further details are available due to a lack of reviews.,"The menu likely features Korean dishes along with some New American options, but specifics are unknown without customer reviews to reference.","No reviews could be found for this restaurant, so it's unclear what customers liked or disliked about their experience at Soju.",Uncertain
7EmO98LJWoA5K-NUcZAfLg,The Mediterranean Table,Unknown,"Mediterranean, Desserts, Seafood",,4.7,21,True,"[{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}]","Mediterranean, Desserts, Seafood","The Mediterranean Table is a restaurant serving Mediterranean cuisine, seafood dishes, and desserts. No further details are available due to a lack of reviews.","The menu focuses on Mediterranean fare, with an emphasis on seafood options. Desserts are also offered.","No reviews could be found for The Mediterranean Table, so it's unclear what diners liked or disliked about their experiences.",Unknown
tykg1zvoJDbVM4lPE0KuDQ,Storming Crab - Homestead,Unknown,"Seafood, Cajun/Creole",,3.8,77,True,"[{'is_overnight': False, 'start': '1100', 'end': '2130', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2130', 'day': 6}]","Seafood, Cajun/Creole",Storming Crab in Homestead serves up seafood and Cajun/Creole cuisine.,"The menu likely features a variety of seafood dishes prepared with Cajun and Creole flavors and spices. Expect items like crab, shrimp, crawfish, and other shellfish.","No Yelp reviews were found for this restaurant, so I don't have enough information to summarize what diners liked or disliked about their experience.",Casual
v-w3fvEzzojNQs2hIaZvIw,Kyuramen x TBaar - Pittsburgh,Unknown,Ramen,2.0,4.4,66,True,"[{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}]",Ramen,Kyuramen x TBaar is a ramen restaurant located in Pittsburgh. No additional details are available due to the lack of Yelp reviews.,"The restaurant serves ramen dishes, but the exact menu offerings are unknown.",There are currently no Yelp reviews available for Kyuramen x TBaar - Pittsburgh.,Unknown
dskL0SSe3_MLF6ZTWRgVZQ,Fat Butcher,Unknown,"Butcher, Sandwiches, Meat Shops",,4.8,25,True,"[{'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '1900', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '1600', 'day': 6}]","Butcher, Sandwiches, Meat Shops",Fat Butcher is a butcher shop that also serves sandwiches.,"The menu likely focuses on meat-centric sandwiches and butcher cuts of meat for sale. Expect options like cold cut sandwiches, sausages, and sliced deli meats.",No Yelp reviews were found for this restaurant.,Casual
ujInFnyExqAXtsti-qdrzg,Mola,Unknown,"Sushi Bars, Cocktail Bars",2.0,4.4,317,True,"[{'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2030', 'day': 6}]","Sushi Bars, Cocktail Bars",Mola is a sushi and cocktail bar.,Sushi and cocktails,No reviews found.,Unknown
1yQvJ-By1zO7HzSYhSlz1w,Pauline's Caribbean Soul Cuisine,Unknown,Caribbean,,4.3,60,True,"[{'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '1900', 'day': 5}]",Caribbean,Pauline's Caribbean Soul Cuisine serves up authentic Caribbean flavors and soul food favorites. No Yelp reviews are available to provide additional details about the restaurant at this time.,"The menu likely features traditional Caribbean dishes and soul food classics, but specifics are not available without customer reviews or a posted menu.","No Yelp reviews could be found for this restaurant, so a summary of what customers liked or disliked cannot be provided.",Unknown
V1DlyAsrgmAYWLcQW3KqkQ,Rib Room,Unknown,Steakhouses,,4.4,32,True,"[{'is_overnight': False, 'start': '1700', 'end': '2030', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2030', 'day': 5}]",Steakhouses,"The Rib Room is a steakhouse restaurant, but no additional details could be found since there were no available Yelp reviews.","Based on the restaurant being categorized as a steakhouse, the menu likely focuses on various cuts of steak and other grilled meats. Typical steakhouse sides may also be served.","No Yelp reviews were found for this restaurant, so a summary of what diners liked or disliked could not be determined.",Unknown
0eDcyTAHdBDCXhwF8hTO2g,Whisper,Unknown,"Desserts, Wine Bars, Tapas/Small Plates",,4.7,3,True,"[{'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 6}]","Desserts, Wine Bars, Tapas/Small Plates",Whisper is a dessert and wine bar offering tapas-style small plates. No Yelp reviews are currently available for this establishment.,"The menu focuses on desserts, small shareable plates, and a selection of wines.","Since no Yelp reviews were found, a summary of reviewer opinions cannot be provided at this time.",Intimate
Tw0-2wQbP-2dyHwLZ_24Ug,Coop de Ville,Unknown,"Chicken Shop, Arcades, Coffee & Tea",2.0,3.9,350,True,"[{'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 3}, {'is_overnight': True, 'start': '1130', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1130', 'end': '0200', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 6}]","Chicken Shop, Arcades, Coffee & Tea","Coop de Ville is a unique combination of a chicken shop, arcade, and coffee & tea spot. No Yelp reviews are available to provide more insight into this establishment.","The menu likely focuses on chicken dishes, complemented by coffee and tea options. Arcade games are available for entertainment.",No Yelp reviews found to summarize what patrons liked or disliked about Coop de Ville.,Playful
SmkYLXEYhzwUZdS6TAevHg,Butcher and the Rye,Unknown,"New American, Cocktail Bars, Gastropubs",3.0,4.3,1110,True,"[{'is_overnight': True, 'start': '1700', 'end': '0045', 'day': 3}, {'is_overnight': True, 'start': '1700', 'end': '0045', 'day': 4}, {'is_overnight': True, 'start': '1700', 'end': '0045', 'day': 5}]","New American, Cocktail Bars, Gastropubs",Butcher and the Rye is a New American gastropub known for its creative cocktails. No Yelp reviews were found to provide additional details about this establishment.,"The menu likely features elevated pub fare with a focus on New American cuisine. As a gastropub, expect dishes a step above typical bar food.","No Yelp reviews were found, so unable to summarize what patrons liked or disliked about Butcher and the Rye.",Gastropub
gkR_X3INE6Rr-TuM4ynhzQ,Long Story Short,Unknown,"Sandwiches, Arcades, Beer Bar",2.0,4.2,242,True,"[{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 5}]","Sandwiches, Arcades, Beer Bar","Long Story Short is a casual spot combining sandwiches, arcade games, and a selection of beers on tap.","The menu focuses on sandwiches, likely with a variety of fillings and bread options. Beers are available on draft to enjoy alongside the food.",No Yelp reviews were found to summarize what diners liked or disliked about Long Story Short.,Playful
1Vbt1GsmtQm2dkC4A2L_-g,Subba Asian Restaurant,Unknown,"Indian, Himalayan/Nepalese, Chinese",1.0,4.3,235,True,"[{'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 6}]","Indian, Himalayan/Nepalese, Chinese","Subba Asian Restaurant serves a fusion of Indian, Himalayan/Nepalese, and Chinese cuisines. No reviews could be found to provide additional details about the restaurant.","The menu likely features a mix of dishes from Indian, Nepalese, and Chinese culinary traditions, though specifics are unknown without reviews or a posted menu.",No Yelp reviews are currently available for this restaurant.,Unclear
hbipF-PtqC2RI70Aqx4mlA,The Warren Bar and Burrow,Unknown,"Cocktail Bars, Dive Bars, Asian Fusion",2.0,4.2,297,True,"[{'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 0}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 1}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 2}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1600', 'end': '0200', 'day': 5}, {'is_overnight': True, 'start': '1600', 'end': '0200', 'day': 6}]","Cocktail Bars, Dive Bars, Asian Fusion",,,,
q4bmTR1aO59hjjTW6j-7uA,Hong BBQ & Hot Pot,Unknown,"Barbeque, Hot Pot, Korean",,4.3,85,True,"[{'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}]","Barbeque, Hot Pot, Korean",Hong BBQ & Hot Pot offers Korean-style barbecue and hot pot dishes.,"The restaurant serves Korean barbecue and hot pot options, likely featuring a variety of meats, vegetables, and broths for diners to cook at the table.",No Yelp reviews were found for this restaurant.,Communal
sMJAUZNU6u4iNvpmaLgx_g,Talia,Unknown,"Italian, Bars, American",2.0,3.9,245,True,"[{'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 5}]","Italian, Bars, American",Talia is an Italian-American restaurant and bar. It serves Italian classics along with American fare in a casual setting.,The menu features a mix of Italian dishes like pasta and pizza as well as American bar food and drinks. Specific menu items are unknown without any reviews to reference.,"No Yelp reviews were found for this restaurant, so unable to summarize what diners liked or disliked about their experience at Talia.",Casual
lhZZDnybUcgFmZABiDeLTg,Istanbloom,Unknown,"Turkish, Mediterranean",,4.8,28,True,"[{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}]","Turkish, Mediterranean",,,,
dQj5DLZjeDK3KFysh1SYOQ,Apteka,Unknown,"Vegan, Bars, Modern European",2.0,4.4,492,True,"[{'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 6}]","Vegan, Bars, Modern European",Apteka is a vegan restaurant and bar serving modern European cuisine. It offers an innovative plant-based menu in a trendy atmosphere.,"The menu features creative vegan dishes inspired by European flavors. Expect items made with fresh vegetables, legumes, grains, and plant-based proteins.",No Yelp reviews found. The restaurant may be new or not have many online reviews yet.,Trendy
FdbSFYkYRdpM4yQmcN_M9Q,Loaded,Unknown,"American, Hot Dogs, Sandwiches",,4.4,14,True,"[{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}]","American, Hot Dogs, Sandwiches","Loaded is a casual eatery serving American fare, specializing in hot dogs and sandwiches.","The menu focuses on classic American dishes, primarily featuring a variety of hot dogs and sandwiches.",No reviews were found for this restaurant.,Casual
IXOY_uIGvLiPJ4STrjVT5A,Con Alma,Unknown,"Cocktail Bars, Jazz & Blues, Soul Food",,4.1,188,True,"[{'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '1700', 'end': '0100', 'day': 4}, {'is_overnight': True, 'start': '1700', 'end': '0100', 'day': 5}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 6}]","Cocktail Bars, Jazz & Blues, Soul Food","Con Alma is a cocktail bar and live music venue featuring jazz, blues, and soul performances. It also serves soul food cuisine.",The menu at Con Alma focuses on soul food dishes to complement the cocktails and live music.,No Yelp reviews were found for Con Alma to summarize what diners liked or disliked about their experience.,Soulful
qGmAj8LuBTDX-rksWKSggw,PF BBQ House,Unknown,"Barbeque, Szechuan",,4.5,13,True,"[{'is_overnight': False, 'start': '1130', 'end': '2130', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2130', 'day': 6}]","Barbeque, Szechuan",PF BBQ House is a restaurant serving barbeque and Szechuan cuisine.,"The menu likely features barbequed meats and dishes with bold, spicy Szechuan flavors.",No Yelp reviews were found for this restaurant.,Unknown
_FH3osvpPRnMv-K2u6ZM3w,Peppi's,Unknown,Cheesesteaks,1.0,4.4,226,True,"[{'is_overnight': False, 'start': '1030', 'end': '1900', 'day': 0}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '1030', 'end': '1700', 'day': 5}]",Cheesesteaks,,,,
ClVvR7zMBy-HHJDNk33KyA,Viva La Vida Mexican Bar & Grill,Unknown,"Mexican, Bars, Venues & Event Spaces",2.0,4.4,81,True,"[{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}]","Mexican, Bars, Venues & Event Spaces",Viva La Vida is a Mexican bar and grill that also serves as an event space.,"The restaurant likely serves Mexican cuisine and drinks, though specific menu details are not available.",No Yelp reviews could be found for this restaurant.,Lively
2lUGpxqz3ByG47CyKBr8iA,HK Dim Sum,Unknown,Dim Sum,,5.0,2,True,"[{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 6}]",Dim Sum,HK Dim Sum is a restaurant specializing in traditional Chinese dim sum dishes. No additional details could be found from online reviews.,"The restaurant serves a variety of dim sum, which are small bite-sized portions of food usually served in steamer baskets or on small plates. Typical dim sum dishes include dumplings, buns, rolls, and other snack-sized items.",No reviews could be found for HK Dim Sum on Yelp to summarize what diners liked or disliked about their experience at the restaurant.,Unknown
zjB05N0lKzMwqdiS4meQAg,The Brinery,Unknown,"Salad, Burgers, Sandwiches",,4.3,29,True,"[{'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 5}]","Salad, Burgers, Sandwiches","The Brinery is a local eatery serving up fresh salads, burgers and sandwiches.","The menu features salads, burgers, and sandwiches.",No Yelp reviews were found for The Brinery.,Unclear
CVfiajCyFamUrvN0eKE_XA,Bertrand,Unknown,French,,4.8,136,True,"[{'is_overnight': False, 'start': '1700', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2000', 'day': 5}]",French,,,,
_LQzHz60FzzlV1fZecf1-A,"Bacon, Bourbon & Beer",Unknown,American,,3.9,9,True,[],American,,,,
qLvwwd_Bj0duEvgBhOZSdQ,Malaysian Kitchen,Unknown,"Malaysian, Pop-Up Restaurants",,5.0,1,True,[],"Malaysian, Pop-Up Restaurants",Malaysian Kitchen is a pop-up restaurant offering authentic Malaysian cuisine.,"The menu likely features traditional Malaysian dishes such as nasi lemak, rendang, satay, and laksa.",No Yelp reviews were found for this restaurant.,Casual
rzjn_B6bxPwyFqUcpu98gQ,Nanban,Unknown,"Empanadas, Ramen",2.0,3.9,183,True,"[{'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 5}]","Empanadas, Ramen",Nanban is a unique restaurant serving an intriguing combination of empanadas and ramen.,"The menu at Nanban features an unexpected pairing of empanadas, a Latin American stuffed pastry, alongside Japanese ramen noodle soups.",No Yelp reviews were found for this restaurant.,Eclectic
cNCXUYQd3kFR_AyfjTejQQ,Lot 17,Unknown,"American, Beer Bar, Tapas/Small Plates",2.0,4.0,189,True,"[{'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 0}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 1}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 2}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1200', 'end': '0200', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '0000', 'day': 6}]","American, Beer Bar, Tapas/Small Plates",Lot 17 is an American restaurant and beer bar serving tapas-style small plates.,"The menu features American cuisine with a focus on small, shareable tapas plates. A selection of beers is available at the bar.",No Yelp reviews were found for this restaurant.,Unknown
Mwsg8EOvmifIY2Aa52-sRA,The Rebel Room,Unknown,"New American, Breakfast & Brunch, Cocktail Bars",,3.8,44,False,[],"New American, Breakfast & Brunch, Cocktail Bars","The Rebel Room is a New American restaurant serving breakfast, brunch and cocktails.","The menu features New American cuisine with breakfast and brunch options, along with a selection of cocktails.",No Yelp reviews were found for The Rebel Room.,Insufficient information
weX_WTs1pG9TwwUTPO_JrQ,Duo’s,Unknown,"Tacos, New Mexican Cuisine, Cocktail Bars",,4.6,101,True,"[{'is_overnight': False, 'start': '1130', 'end': '1400', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '1400', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '1400', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '1400', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '1400', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '1400', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 5}]","Tacos, New Mexican Cuisine, Cocktail Bars",Duo's is a New Mexican restaurant and cocktail bar known for their tacos.,"The menu features tacos and other New Mexican cuisine items, along with cocktails from the bar.",No Yelp reviews were found for this restaurant.,Unknown
